Index,Load,Depth,HARDNESS,MODULUS,H/E,X Position,Y Position,Z Position
Integer,mN,nm,GPa,GPa,None,µm,µm,µm
1,0.39989,50.24859,4.81021,86.15064,0.05583,0,198.97725,-4.94357
2,0.39991,46.82823,5.41071,95.01743,0.05694,0,197.97713,-4.91925
3,0.39993,50.06567,4.70581,92.34687,0.05096,0,196.977,-4.89995
4,0.40001,65.0911,2.9709,67.49577,0.04402,0,195.97688,-4.87118
5,0.39997,50.69152,4.68875,87.24164,0.05374,0,194.97675,-4.88227
6,0.3998,98.16277,1.28201,79.80621,0.01606,0,193.97663,-4.91673
7,0.39991,90.17514,1.4957,82.52639,0.01812,0,192.9765,-4.89566
8,0.40003,54.70465,4.15038,77.4399,0.05359,0,191.97638,-4.83643
9,0.39976,67.84048,2.60832,78.55849,0.0332,0,190.97625,-4.83988
10,0.39979,51.7209,4.52121,85.24688,0.05304,0,189.97613,-4.78747
11,0.39991,48.05712,5.23764,89.67396,0.05841,0,188.976,-4.76525
12,0.39996,51.41873,4.59066,85.00083,0.05401,0,187.97588,-4.74597
13,0.39975,44.96943,5.80051,99.888,0.05807,0,186.97575,-4.74214
14,0.39993,98.52632,1.27412,79.57209,0.01601,0,185.97563,-4.76651
15,0.4,64.86567,2.88372,76.17527,0.03786,0,184.9755,-4.69571
16,0.39986,48.88013,5.01705,90.27814,0.05557,0,183.97538,-4.61951
17,0.39983,46.95337,5.40049,94.1055,0.05739,0,182.97525,-4.59462
18,0.39988,54.29364,4.16081,80.0444,0.05198,0,181.97513,-4.58391
19,0.39985,90.66857,1.47291,86.17179,0.01709,0,180.975,-4.57116
20,0.39986,48.84247,4.99199,91.63222,0.05448,0,179.97488,-4.49132
21,0.39966,44.53565,5.96457,98.83789,0.06035,0,178.97475,-4.48172
22,0.3998,85.22532,1.67886,76.81389,0.02186,0,177.97463,-4.48076
23,0.39983,51.20966,4.80032,78.89264,0.06085,0,176.9745,-4.4113
24,0.39989,51.46154,4.55339,86.17669,0.05284,0,175.97437,-4.39261
25,0.39966,73.97856,2.32229,61.75989,0.0376,0,174.97425,-4.38359
26,0.39972,83.53554,1.78641,66.59982,0.02682,0,173.97413,-4.38805
27,0.39993,110.56356,1.04599,67.56317,0.01548,0,172.974,-4.39052
28,0.39981,105.59712,1.11778,82.01346,0.01363,0,171.97388,-4.36699
29,0.39982,61.15056,3.39406,68.21562,0.04975,0,170.97375,-4.30165
30,0.39987,62.74315,2.94327,91.35007,0.03222,0,169.97363,-4.33423
31,0.39986,67.1946,2.60144,86.52733,0.03006,0,168.9735,-4.30605
32,0.39995,48.65832,5.08307,89.85497,0.05657,0,167.97338,-4.26372
33,0.39991,112.89741,0.9964,75.12865,0.01326,0,166.97325,-4.28076
34,0.39994,60.90471,3.32311,74.10694,0.04484,0,165.97313,-4.21002
35,0.39986,48.32602,5.15497,90.15452,0.05718,0,164.973,-4.18268
36,0.3999,47.61569,5.47962,85.81143,0.06386,0,163.97288,-4.16918
37,0.39986,85.73687,1.63822,84.58556,0.01937,0,162.97275,-4.17581
38,0.40001,47.5026,5.4014,89.16766,0.06058,0,161.97263,-4.12398
39,0.39981,114.31631,0.9766,72.39936,0.01349,0,160.9725,-4.11872
40,0.39986,69.13627,2.62289,66.50481,0.03944,0,159.97238,-4.05047
41,0.39991,65.32459,2.72806,89.87722,0.03035,0,158.97225,-4.0617
42,0.39991,80.38377,1.85748,82.25939,0.02258,0,157.97213,-4.01396
43,0.39987,67.27676,2.57006,90.69606,0.02834,0,156.972,-4.00673
44,0.39968,106.80271,1.09957,77.74224,0.01414,0,155.97188,-3.9767
45,0.39971,67.63895,2.67072,73.24865,0.03646,0,154.97175,-3.92694
46,0.39984,86.34785,1.63933,76.33307,0.02148,0,153.97162,-3.91866
47,0.39991,51.23852,4.34783,99.67738,0.04362,0,152.9715,-3.91337
48,0.39974,83.11355,1.7062,96.78346,0.01763,0,151.97138,-3.90238
49,0.39987,111.12585,1.02452,76.15803,0.01345,0,150.97125,-3.89064
50,0.39988,127.23199,0.81075,63.09148,0.01285,0,149.97113,-3.8812
51,0.39987,78.60436,1.92123,87.02045,0.02208,0,148.971,-3.88605
52,0.39967,98.89195,1.2555,85.45924,0.01469,0,147.97088,-3.88212
53,0.39992,49.01332,5.08888,86.5245,0.05881,0,146.97075,-3.84157
54,0.3999,85.86572,1.63048,85.93287,0.01897,0,145.97063,-3.87152
55,0.3996,138.3707,0.69377,63.04609,0.011,0,144.9705,-3.83594
56,0.39985,73.80144,2.379,57.94363,0.04106,0,143.97038,-3.81722
57,0.39993,66.214,2.84005,69.22393,0.04103,0,142.97025,-3.8146
58,0.39996,92.59925,1.42527,81.84341,0.01741,0,141.97013,-3.82326
59,0.39985,70.00188,2.44433,79.41453,0.03078,0,140.97,-3.78627
60,0.40003,51.76945,4.54505,83.98177,0.05412,0,139.96988,-3.73589
61,0.39982,52.92098,4.39395,80.74032,0.05442,0,138.96975,-3.74137
62,0.40002,53.81701,4.27876,78.70066,0.05437,0,137.96963,-3.70406
63,0.39965,63.2279,2.83138,101.61186,0.02786,0,136.9695,-3.70102
64,0.39967,79.61573,1.89382,81.32634,0.02329,0,135.96938,-3.65784
65,0.39992,47.71346,5.33705,89.35697,0.05973,0,134.96925,-3.61237
66,0.39995,49.43333,5.08056,83.4051,0.06091,0,133.96913,-3.5981
67,0.40006,45.01088,5.95385,94.8214,0.06279,0,132.969,-3.5947
68,0.39968,48.17738,5.16987,90.84197,0.05691,0,131.96887,-3.58555
69,0.39997,47.97141,5.30605,88.16583,0.06018,0,130.96875,-3.57163
70,0.39979,58.58863,3.70575,69.76358,0.05312,0,129.96863,-3.54438
71,0.39989,53.89168,4.20454,81.28144,0.05173,0,128.9685,-3.51322
72,0.39997,52.76946,4.54074,76.46068,0.05939,0,127.96838,-3.47504
73,0.39979,72.74753,2.38416,63.8536,0.03734,0,126.96825,-3.45587
74,0.39976,95.58711,1.37625,66.96837,0.02055,0,125.96813,-3.41546
75,0.39995,54.12119,4.34472,73.98521,0.05872,0,124.968,-3.35546
76,0.39984,53.52644,4.3233,78.95672,0.05476,0,123.96788,-3.32534
77,0.39987,45.01876,5.9458,94.85115,0.06269,0,122.96775,-3.31598
78,0.39986,46.47949,5.6489,90.37233,0.06251,0,121.96763,-3.30131
79,0.39987,43.77708,6.14996,100.96577,0.06091,0,120.9675,-3.29928
80,0.40002,43.66828,6.31001,97.52752,0.0647,0,119.96738,-3.30109
81,0.39985,65.04639,2.84434,78.29165,0.03633,0,118.96725,-3.32868
82,0.39963,108.67004,1.06493,77.7004,0.01371,0,117.96713,-3.34645
83,0.39978,82.48551,1.81761,69.42211,0.02618,0,116.967,-3.31187
84,0.40003,44.29549,6.1947,94.73444,0.06539,0,115.96688,-3.29222
85,0.39987,44.46378,5.96011,99.88089,0.05967,0,114.96675,-3.28964
86,0.39977,61.88404,3.19382,75.18384,0.04248,0,113.96663,-3.28904
87,0.39992,44.56068,6.17399,92.81902,0.06652,0,112.9665,-3.26069
88,0.39996,47.63715,5.36724,89.06161,0.06026,0,111.96638,-3.25054
89,0.39991,75.56356,2.13959,72.91821,0.02934,0,110.96625,-3.27497
90,0.39987,65.94365,2.72145,83.59853,0.03255,0,109.96612,-3.26706
91,0.39973,58.59392,3.24782,106.91505,0.03038,0,108.966,-3.24768
92,0.39982,41.08061,6.63996,116.41584,0.05704,0,107.96588,-3.22189
93,0.39972,113.48506,0.98547,76.00612,0.01297,0,106.96575,-3.21478
94,0.39982,105.14892,1.13878,73.20616,0.01556,0,105.96563,-3.20168
95,0.3999,110.40308,1.0384,75.00543,0.01384,0,104.9655,-3.17713
96,0.39987,76.64206,2.08517,72.07825,0.02893,0,103.96538,-3.11936
97,0.39993,45.0939,5.75183,100.43134,0.05727,0,102.96525,-3.09268
98,0.3998,68.91044,2.51496,80.3529,0.0313,0,101.96513,-3.1048
99,0.39971,111.38051,1.02929,68.80676,0.01496,0,100.965,-3.11075
100,0.39984,59.32612,3.19958,102.70608,0.03115,0,99.96488,-3.07722
101,0.39983,48.67411,5.02443,91.90462,0.05467,0,98.96475,-3.00694
102,0.3999,50.22579,4.68771,91.59501,0.05118,0,97.96463,-2.98454
